 ,transaction_id,date,keyword,amount_cad,direction,transaction_type,merchant_or_source,description,account,scope,status,mixed_halal_pct,haram_portion_disposed,cost_basis_cad,related_reference,missing_information,parse_line
Faris Mahmood,FMR000385,2025-08-17,freelance_income,$431.44,inflow,income,Freelance Client,,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-08-17 | freelance_income | 431.44 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000322,2026-06-21,phone_bill,$81.21,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-21 | phone_bill | 81.21 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000355,2026-06-21,transportation,$76.77,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-21 | transportation | 76.77 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000527,2026-06-21,business_advertising,$106.22,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-21 | business_advertising | 106.22 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000550,2026-06-22,electricity_bill,$156.61,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-22 | electricity_bill | 156.61 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000131,2026-06-23,tip_income,$36.14,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-23 | tip_income | 36.14 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000501,2026-06-23,transportation,$98.79,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-23 | transportation | 98.79 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000504,2026-06-23,personal_spending,$86.39,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-23 | personal_spending | 86.39 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000133,2026-06-24,rental_income,$973.62,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-24 | rental_income | 973.62 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000383,2026-06-24,rental_income,"$1,654.28",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-24 | rental_income | 1654.28 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000436,2026-06-24,restaurant_meal,$25.94,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-24 | restaurant_meal | 25.94 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000011,2026-06-25,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-25 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000114,2026-06-25,personal_spending,$55.33,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-25 | personal_spending | 55.33 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000435,2026-06-25,tip_income,$19.79,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-25 | tip_income | 19.79 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000446,2026-06-25,business_supplies,$125.30,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-25 | business_supplies | 125.30 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000466,2026-06-26,transportation,$10.95,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-26 | transportation | 10.95 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000493,2026-06-26,groceries,$117.33,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-26 | groceries | 117.33 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000094,2026-06-27,rental_income,"$1,750.02",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-27 | rental_income | 1750.02 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000227,2026-06-27,rental_income,$856.61,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-27 | rental_income | 856.61 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000317,2026-06-27,tip_income,$96.98,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-27 | tip_income | 96.98 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000419,2026-06-28,business_supplies,$188.57,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-28 | business_supplies | 188.57 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMS0038,2026-06-28,stock_sale_proceeds,"$2,400.00",inflow,asset_sale,Brokerage,Sale proceeds from screened listed shares; cost basis 2050 CAD.,FM_INVESTMENT,personal,posted,,,2050,,,2026-06-28 | stock_sale_proceeds | 2400.00 | inflow | asset_sale | Brokerage | Sale proceeds from screened listed shares; cost basis 2050 CAD.
Faris Mahmood,FMR000080,2026-06-29,software_subscription,$51.30,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-29 | software_subscription | 51.30 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000386,2026-06-30,business_supplies,$24.70,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-30 | business_supplies | 24.70 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000413,2026-06-30,business_sale_income,$88.87,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-30 | business_sale_income | 88.87 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000274,2026-07-01,business_supplies,$97.95,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-01 | business_supplies | 97.95 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000447,2026-07-01,transportation,$97.30,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-01 | transportation | 97.30 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000456,2026-07-01,tip_income,$29.40,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-01 | tip_income | 29.40 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000579,2026-07-01,freelance_income,$132.69,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-01 | freelance_income | 132.69 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000287,2026-07-02,freelance_income,$472.47,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-02 | freelance_income | 472.47 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000185,2026-07-03,phone_bill,$106.68,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-03 | phone_bill | 106.68 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMS0039,2026-07-03,inventory_purchase,$675.00,outflow,asset_purchase,Wholesale Supplier,Permissible inventory purchased for resale.,FM_VISA_BUSINESS,business,posted,,,,,,2026-07-03 | inventory_purchase | 675.00 | outflow | asset_purchase | Wholesale Supplier | Permissible inventory purchased for resale.
Faris Mahmood,FMR000028,2026-07-04,business_supplies,$94.18,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-04 | business_supplies | 94.18 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000107,2026-07-04,personal_spending,$169.82,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-04 | personal_spending | 169.82 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000147,2026-07-04,software_subscription,$75.93,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-04 | software_subscription | 75.93 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000206,2026-07-05,freelance_income,$237.41,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-05 | freelance_income | 237.41 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000523,2026-07-05,business_advertising,$99.00,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-05 | business_advertising | 99.00 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000263,2026-07-06,personal_spending,$153.68,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-06 | personal_spending | 153.68 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000363,2026-07-06,electricity_bill,$138.21,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-06 | electricity_bill | 138.21 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000157,2026-07-07,personal_spending,$62.31,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-07 | personal_spending | 62.31 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000517,2026-07-07,freelance_income,$191.66,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-07 | freelance_income | 191.66 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000016,2026-07-08,interest_income,$25.50,inflow,income,Bank,Savings account interest credit,FM_SAVINGS,personal,posted,,,,,,2026-07-08 | interest_income | 25.50 | inflow | income | Bank | Savings account interest credit
Faris Mahmood,FMR000144,2026-07-08,transportation,$103.38,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-08 | transportation | 103.38 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000525,2026-07-09,electricity_bill,$108.09,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-09 | electricity_bill | 108.09 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000364,2026-07-10,phone_bill,$90.06,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-10 | phone_bill | 90.06 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000564,2026-07-11,software_subscription,$14.57,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-11 | software_subscription | 14.57 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMS0040,2026-07-11,crypto_purchase,$900.00,outflow,asset_purchase,Crypto Exchange,Crypto asset purchase.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-11 | crypto_purchase | 900.00 | outflow | asset_purchase | Crypto Exchange | Crypto asset purchase.
Faris Mahmood,FMR000205,2026-07-12,phone_bill,$50.49,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-12 | phone_bill | 50.49 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000040,2026-07-15,freelance_income,$205.24,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-15 | freelance_income | 205.24 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000326,2026-07-15,transportation,$48.68,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-15 | transportation | 48.68 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000187,2026-07-18,personal_spending,$130.99,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-18 | personal_spending | 130.99 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000596,2026-07-18,business_sale_income,$157.53,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-18 | business_sale_income | 157.53 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000069,2026-07-19,freelance_income,$142.82,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-19 | freelance_income | 142.82 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000414,2026-07-19,freelance_income,$854.46,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-19 | freelance_income | 854.46 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMS0041,2026-07-19,equipment_purchase,$650.00,outflow,asset_purchase,Electronics Store,Laptop purchased for personal use.,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-19 | equipment_purchase | 650.00 | outflow | asset_purchase | Electronics Store | Laptop purchased for personal use.
Faris Mahmood,FMR000032,2026-07-20,groceries,$76.39,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-20 | groceries | 76.39 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000408,2026-07-20,electricity_bill,$122.38,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-20 | electricity_bill | 122.38 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000411,2026-07-20,business_sale_income,$190.29,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-20 | business_sale_income | 190.29 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000279,2026-07-21,business_advertising,$191.35,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-21 | business_advertising | 191.35 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000463,2026-07-22,personal_spending,$74.98,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-22 | personal_spending | 74.98 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000119,2026-07-23,freelance_income,$896.68,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-23 | freelance_income | 896.68 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000538,2026-07-24,personal_spending,$136.81,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-24 | personal_spending | 136.81 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMS0042,2026-07-24,security_deposit_return,"$1,200.00",inflow,deposit_return,Former Landlord,Return of refundable rental security deposit.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-24 | security_deposit_return | 1200.00 | inflow | deposit_return | Former Landlord | Return of refundable rental security deposit.
Faris Mahmood,FMR000012,2026-07-25,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-25 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000047,2026-07-25,tip_income,$103.50,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-25 | tip_income | 103.50 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000394,2026-07-25,tip_income,$12.06,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-25 | tip_income | 12.06 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000482,2026-07-25,tip_income,$82.90,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-25 | tip_income | 82.90 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000492,2026-07-25,business_sale_income,$75.93,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-25 | business_sale_income | 75.93 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMH006,2026-07-26,prohibited_product_commission,$225.00,inflow,income,Alcohol Retail Affiliate,Commission earned for referring alcohol-product sales,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-26 | prohibited_product_commission | 225.00 | inflow | income | Alcohol Retail Affiliate | Commission earned for referring alcohol-product sales
Faris Mahmood,FMR000277,2026-07-26,tip_income,$100.60,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-26 | tip_income | 100.60 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000570,2026-07-26,groceries,$46.97,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-26 | groceries | 46.97 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000057,2026-07-27,business_sale_income,$119.45,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-27 | business_sale_income | 119.45 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000186,2026-07-27,tip_income,$65.00,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-27 | tip_income | 65.00 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000583,2026-07-27,business_sale_income,$336.74,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-27 | business_sale_income | 336.74 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000194,2026-07-28,rental_income,"$1,562.27",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-28 | rental_income | 1562.27 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000432,2026-07-28,business_supplies,$95.56,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-28 | business_supplies | 95.56 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000606,2026-07-28,personal_spending,$60.85,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-28 | personal_spending | 60.85 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000096,2026-07-29,business_advertising,$240.82,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-29 | business_advertising | 240.82 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000254,2026-07-29,tip_income,$14.67,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-07-29 | tip_income | 14.67 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0043,2026-07-29,business_overpayment_return,$240.00,outflow,refund,Business Customer,Returned customer overpayment; not a business expense.,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-29 | business_overpayment_return | 240.00 | outflow | refund | Business Customer | Returned customer overpayment; not a business expense.
Faris Mahmood,FMR000064,2026-07-30,groceries,$91.82,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-07-30 | groceries | 91.82 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000474,2026-07-31,business_advertising,$104.18,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-07-31 | business_advertising | 104.18 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000458,2026-08-02,business_advertising,$160.25,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-02 | business_advertising | 160.25 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000490,2026-08-02,rental_income,"$1,029.88",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-02 | rental_income | 1029.88 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMS0044,2026-08-02,crowdfunding_payment,$520.00,inflow,income,Crowdfunding Platform,Supporter payment for a digital project; exact reward structure is documented but not covered directly by organizer examples.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-02 | crowdfunding_payment | 520.00 | inflow | income | Crowdfunding Platform | Supporter payment for a digital project; exact reward structure is documented but not covered directly by organizer examples.
Faris Mahmood,FMR000295,2026-08-05,business_supplies,$25.81,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-05 | business_supplies | 25.81 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000358,2026-08-05,rental_income,$604.26,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-05 | rental_income | 604.26 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000431,2026-08-06,business_advertising,$163.71,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-06 | business_advertising | 163.71 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000183,2026-08-08,rental_income,"$1,421.91",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-08 | rental_income | 1421.91 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000219,2026-08-08,personal_spending,$21.96,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-08-08 | personal_spending | 21.96 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000312,2026-08-08,business_supplies,$62.13,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-08 | business_supplies | 62.13 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000338,2026-08-08,restaurant_meal,$30.30,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-08-08 | restaurant_meal | 30.30 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000453,2026-08-08,rental_income,"$1,106.19",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-08 | rental_income | 1106.19 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000033,2026-08-09,tip_income,$69.45,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-09 | tip_income | 69.45 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000336,2026-08-09,software_subscription,$42.39,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-09 | software_subscription | 42.39 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000122,2026-08-10,groceries,$137.76,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-08-10 | groceries | 137.76 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000284,2026-08-11,electricity_bill,$168.83,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-08-11 | electricity_bill | 168.83 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000452,2026-08-11,software_subscription,$26.35,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-11 | software_subscription | 26.35 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000459,2026-08-12,business_supplies,$36.03,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-12 | business_supplies | 36.03 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000115,2026-08-13,software_subscription,$75.00,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-13 | software_subscription | 75.00 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000233,2026-08-13,business_advertising,$66.51,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-13 | business_advertising | 66.51 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000240,2026-08-13,rental_income,$774.90,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-13 | rental_income | 774.90 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000290,2026-08-15,software_subscription,$48.71,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-15 | software_subscription | 48.71 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000065,2026-08-16,software_subscription,$17.82,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-08-16 | software_subscription | 17.82 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000238,2026-08-16,rental_income,"$1,316.44",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-08-16 | rental_income | 1316.44 | inflow | income | Tenant | Residential rent payment
